city,cut,color,clarity,carat,depth,table,price
3,2,1,0,2.25,61.4,54.0,9072
4,3,5,2,1.18,62.8,56.0,5088
11,4,3,3,1.22,63.2,58.0,6409
10,3,3,2,1.03,60.1,60.0,5581
7,2,2,5,0.7,62.0,56.0,2671
0,1,1,2,1.01,64.3,59.0,5379
9,0,4,4,1.0,64.6,59.0,5242
10,2,2,7,1.1,61.2,56.0,10487
10,2,0,1,0.59,60.9,57.0,4208
10,4,4,5,0.3,63.5,59.0,608
8,2,1,4,0.56,61.3,55.0,1930
0,3,2,2,0.9,61.7,62.0,3936
7,4,1,5,0.57,60.7,58.0,1732
6,2,0,3,0.72,61.2,57.0,2328
3,0,4,2,1.0,65.5,57.0,3511
12,2,3,6,0.4,62.1,53.0,1043
0,3,5,3,1.22,62.3,58.0,4831
7,2,3,1,1.02,62.3,57.0,8955
8,2,4,5,1.08,61.8,56.0,5625
3,3,3,1,0.33,60.8,58.0,1052
0,4,1,7,0.42,59.8,56.0,1167
9,4,2,2,1.36,62.8,53.0,6597
5,2,2,4,0.58,62.1,56.0,2088
5,1,3,2,1.02,63.6,58.0,4964
9,1,1,5,1.19,57.4,60.0,6937
6,4,2,3,1.15,63.1,63.0,4915
0,3,0,3,0.79,60.0,60.0,2853
0,3,0,5,0.32,62.9,59.0,842
11,2,2,5,0.31,61.6,56.0,749
3,4,2,4,0.54,61.0,58.0,1813
3,4,0,5,0.5,62.8,60.0,1627
10,4,4,3,1.86,62.3,57.0,11416
9,4,4,5,1.04,60.9,58.0,5447
4,2,3,5,1.41,60.8,55.0,10581
11,2,1,2,0.3,61.6,54.0,499
1,2,4,4,0.33,61.6,55.0,610
12,2,0,2,1.06,62.7,54.0,6055
3,2,5,3,0.31,62.0,54.1,372
1,1,3,2,0.91,64.3,60.0,3344
11,4,6,2,0.75,62.4,56.0,2083
10,4,2,1,0.3,62.1,57.0,886
6,2,0,6,0.41,60.6,57.0,1582
10,3,4,3,1.01,59.4,62.0,3083
11,4,3,6,1.02,63.0,58.0,7657
4,2,3,4,0.27,62.3,53.0,527
7,4,2,2,0.7,62.6,56.0,2196
10,2,5,5,1.51,62.3,57.0,9297
5,3,3,5,0.54,62.7,58.0,1422
0,3,0,3,1.23,58.9,58.0,5283
5,1,1,2,0.9,63.9,57.0,3795
7,0,2,2,0.88,56.6,65.0,2882
9,0,3,3,0.7,58.6,56.0,2208
12,3,4,2,0.31,62.7,58.0,558
0,2,3,3,1.25,61.1,55.0,6371
11,3,3,3,1.01,59.1,59.0,4242
10,4,2,3,0.3,63.5,57.0,506
5,4,1,4,0.28,59.5,59.0,487
3,3,2,3,0.51,61.1,59.0,1227
10,2,5,5,0.52,61.9,58.0,1232
12,3,3,6,0.52,59.2,58.0,2153
3,1,0,3,0.3,63.3,57.0,447
3,4,0,2,0.51,62.2,58.0,1398
12,3,0,7,0.42,62.8,59.0,1241
10,4,1,5,0.7,58.9,60.0,2845
6,3,3,3,1.0,62.7,59.0,4095
3,2,3,3,1.2,61.1,57.0,5722
1,3,1,4,1.01,62.0,59.0,7964
5,2,4,2,0.5,61.7,58.0,1035
10,3,1,4,1.0,60.4,59.0,7744
4,2,2,1,0.31,61.4,56.0,1061
0,4,0,5,0.4,63.3,58.0,845
7,4,3,5,0.32,62.3,55.0,544
0,3,1,0,1.05,61.4,58.0,2964
4,3,3,5,1.05,61.9,59.0,5821
6,1,3,4,1.0,63.9,55.0,6028
2,4,5,4,0.3,63.3,59.0,608
9,4,1,5,0.3,62.4,57.0,658
3,1,3,7,1.0,60.9,56.0,7492
1,3,2,4,0.39,60.6,55.0,1092
10,4,3,2,0.31,63.0,56.0,462
0,3,3,5,0.31,61.8,58.0,435
5,2,2,2,0.6,61.5,58.0,1646
11,2,3,3,0.31,60.5,57.0,523
3,4,0,5,0.3,62.6,61.0,710
10,2,3,6,0.41,62.1,55.0,1230
1,3,3,4,0.33,60.3,58.0,621
5,4,2,4,0.7,61.8,59.0,2895
4,4,1,6,0.28,62.1,57.0,707
1,4,5,4,0.7,63.3,55.0,1995
10,2,0,4,0.35,60.8,57.0,952
3,2,3,2,1.0,61.0,57.0,5622
9,3,2,1,0.76,60.6,60.0,4150
12,0,3,2,1.0,43.0,59.0,3634
10,4,3,2,1.0,62.6,59.0,4844
2,1,0,3,1.03,57.6,58.0,4177
6,4,2,7,0.25,62.0,59.0,576
3,2,4,5,1.1,60.5,57.0,5347
9,2,3,6,1.03,61.7,56.0,7708
1,4,6,2,1.14,63.3,55.0,4173
2,2,0,4,1.1,61.9,56.0,10144
6,3,2,3,0.73,60.5,57.0,2351
10,2,4,4,0.71,60.3,59.0,2487
3,1,0,6,0.7,61.0,61.0,4407
1,3,4,2,1.15,62.0,58.0,5506
12,2,2,6,0.53,61.6,56.0,2896
8,4,2,3,1.3,61.1,58.0,6149
8,3,2,7,1.05,61.3,59.0,8693
9,3,3,5,0.57,59.7,59.0,1608
4,4,0,2,0.63,62.8,57.0,1885
10,4,1,3,0.91,60.3,59.0,3638
3,3,0,5,1.2,61.6,60.0,8693
1,3,1,2,1.01,63.0,61.0,5077
12,3,4,2,1.05,59.3,58.0,5161
3,2,2,5,0.34,62.2,55.0,641
1,3,5,5,1.19,61.7,57.0,5439
10,3,0,2,0.52,58.7,58.0,1720
9,1,5,3,0.53,63.6,58.0,942
0,2,1,5,1.11,61.0,57.0,9625
8,2,3,1,0.32,61.1,57.0,918
1,2,2,5,0.36,61.5,55.0,807
7,2,2,3,1.03,61.8,56.0,4454
5,3,5,4,0.33,59.5,60.0,668
9,4,2,5,0.7,62.4,57.0,2956
5,2,1,5,0.32,62.0,55.0,900
4,2,3,4,0.32,61.2,56.0,645
5,1,3,3,0.9,64.1,56.0,3246
11,2,2,5,1.08,61.0,57.0,7781
4,2,4,6,0.31,61.8,57.0,907
1,3,4,5,1.02,61.8,58.0,5241
10,2,1,5,0.35,61.6,55.0,984
2,2,2,2,0.32,60.9,55.0,586
3,2,1,2,0.55,61.4,55.0,1668
3,2,4,1,0.58,61.6,57.0,2211
0,3,1,5,0.52,60.6,58.0,1622
12,1,3,6,0.7,58.5,62.0,3380
9,2,4,5,0.52,61.3,55.0,1401
4,2,3,6,0.3,62.7,54.0,764
8,2,2,4,0.71,61.7,55.0,3041
3,2,3,7,0.4,62.6,53.0,917
3,2,6,3,1.02,61.6,55.0,2611
8,4,2,7,0.33,62.5,59.0,810
10,3,2,3,1.01,62.9,59.0,4616
10,4,2,7,0.32,62.0,55.0,717
3,1,3,5,1.02,63.2,57.0,6058
9,2,1,1,0.33,61.9,57.0,1129
3,3,0,2,0.65,60.5,58.0,2134
2,2,2,1,0.3,59.8,58.0,873
6,3,3,3,1.21,60.3,58.0,5529
3,2,5,7,0.7,62.7,54.0,2487
3,3,3,5,0.51,61.3,59.0,1443
7,4,2,2,0.43,61.6,59.0,792
11,3,5,6,0.33,61.9,60.0,780
5,1,5,6,0.9,62.4,61.0,3972
0,4,1,2,0.41,63.2,56.0,1015
11,2,3,1,0.31,61.9,56.0,871
11,4,2,2,1.54,58.8,60.0,11650
8,2,3,5,1.04,62.5,57.0,6709
2,2,1,2,0.62,61.7,54.0,2054
1,4,0,2,0.9,63.5,57.0,4304
2,2,4,4,0.36,61.5,55.0,651
7,2,2,6,0.3,62.1,55.0,1114
0,3,5,4,1.4,61.6,59.0,7722
1,4,4,3,1.7,60.8,56.0,10255
7,2,3,4,0.33,61.8,56.0,666
3,2,2,4,1.06,61.9,57.0,7345
3,4,3,2,0.4,59.2,61.0,702
9,2,6,3,1.1,60.1,57.0,4624
3,0,4,5,0.9,65.5,57.0,3226
12,3,3,7,0.32,61.2,59.0,730
11,2,1,4,0.33,62.7,57.0,1002
6,4,1,2,0.73,63.3,60.0,2523
9,3,3,2,1.51,62.4,62.0,10688
10,3,1,3,1.0,61.0,59.0,3752
12,4,4,2,1.04,63.1,58.0,4316
2,3,2,5,1.21,60.1,55.0,8870
7,2,4,6,0.72,62.5,57.0,2946
9,4,1,2,0.83,62.1,58.0,3002
2,2,6,2,1.17,62.3,55.0,4883
0,2,2,4,0.28,62.0,57.0,598
10,2,1,5,0.53,62.4,56.0,1813
5,4,5,3,1.0,60.8,63.0,3276
5,3,1,4,0.46,62.0,58.0,1294
10,2,0,2,0.34,60.6,56.0,803
10,4,1,5,0.3,62.9,58.0,658
11,4,1,5,1.01,60.4,58.0,6666
1,2,3,2,1.26,59.6,57.0,6738
10,2,2,4,0.36,61.6,56.0,819
2,4,1,2,0.4,63.5,57.0,882
8,2,6,4,0.42,60.9,57.0,663
4,3,3,3,0.91,61.3,60.0,3423
10,2,3,1,0.51,62.4,54.0,2096
8,4,0,5,0.32,62.5,57.0,758
2,3,2,7,0.3,61.6,58.0,737
5,4,0,3,1.51,63.2,59.0,7915
0,2,1,2,1.01,61.6,57.0,5206
5,3,3,4,1.58,60.8,58.0,11380
2,3,3,3,0.91,59.8,58.0,2813
12,4,0,2,0.7,62.5,55.0,2862
6,2,0,2,0.31,62.3,54.0,571
1,3,1,5,0.71,61.5,60.0,2858
12,1,6,5,1.5,63.6,58.0,7308
4,2,0,2,0.31,61.3,56.0,565
9,2,4,6,0.31,61.6,57.0,846
6,3,1,2,1.06,60.8,58.0,5485
11,2,2,4,0.32,61.0,54.0,716
3,4,1,2,1.01,63.3,58.0,5077
2,2,0,6,0.57,61.6,56.0,3126
10,4,2,5,0.9,63.4,58.0,4400
7,2,0,5,0.46,62.4,56.0,1298
3,4,4,4,0.9,62.3,59.0,4592
1,1,1,3,0.54,63.8,54.0,1163
7,2,4,2,1.16,62.2,54.0,6036
8,2,2,5,0.43,61.5,56.0,904
1,1,2,2,0.7,64.3,63.0,2059
1,0,1,3,1.01,64.6,59.0,3294
11,3,4,2,0.6,58.9,61.0,1341
5,1,2,4,0.9,63.3,59.0,4508
8,2,5,2,0.71,61.4,56.0,2376
5,2,1,1,0.32,62.6,55.0,1095
7,4,4,6,0.38,59.1,58.0,967
5,4,0,7,0.24,61.3,58.0,485
1,2,1,2,1.01,62.1,54.0,5599
12,1,3,2,0.9,63.7,60.0,3669
3,2,5,4,0.41,61.9,55.0,878
6,3,5,2,0.7,61.8,62.0,1914
11,3,1,3,0.5,60.1,60.0,1262
11,2,2,2,1.01,62.3,58.0,5646
10,4,3,2,0.42,63.2,57.0,945
6,2,6,5,1.7,62.5,57.0,9414
2,1,3,2,0.52,63.3,57.0,1244
5,1,1,7,0.4,58.5,60.0,1059
3,2,4,3,1.21,62.6,56.0,5624
12,4,4,3,0.9,62.3,61.0,3481
2,3,0,7,0.65,59.9,58.0,3003
5,1,6,2,1.01,58.8,57.0,3853
4,2,6,4,0.92,62.4,56.0,3332
9,2,3,1,0.33,61.7,55.0,1052
12,2,2,2,0.51,61.1,55.0,1593
11,3,3,1,1.04,61.3,58.0,9039
2,4,3,3,1.07,64.6,60.0,4340
10,2,3,5,1.22,62.0,55.0,8067
9,4,5,6,0.71,63.5,57.0,2456
1,2,0,3,0.78,61.4,57.0,3454
8,2,4,5,0.9,61.9,55.0,4133
7,2,0,5,0.31,61.5,56.0,734
2,1,1,3,0.92,62.0,64.0,3153
0,2,5,4,0.43,61.8,55.0,1218
5,2,3,5,0.3,61.2,55.0,545
2,2,1,5,0.7,62.5,55.0,2693
5,3,1,7,0.32,61.5,58.0,842
8,2,3,1,0.46,62.1,56.0,1733
1,2,3,7,0.3,61.8,57.0,665
9,2,4,7,0.38,62.2,54.6,832
11,3,4,4,0.47,60.3,61.0,1244
5,2,0,5,0.53,61.7,55.0,1857
8,4,0,7,0.6,60.6,57.0,2897
8,2,1,5,0.71,61.0,55.0,2863
2,2,3,3,0.45,61.9,54.0,709
9,3,5,2,1.04,61.8,60.0,4368
9,3,3,3,1.02,62.5,59.0,4370
9,1,1,3,0.75,63.8,55.0,2453
1,3,1,4,0.41,60.6,59.0,1153
12,2,1,6,0.4,62.4,57.0,1333
5,0,1,3,0.7,70.6,56.0,1828
10,4,3,5,1.08,60.6,58.0,6777
3,2,3,7,1.23,62.7,56.0,10317
9,2,1,3,0.55,62.0,56.0,1273
9,4,2,5,0.31,62.9,56.0,625
10,4,3,4,1.02,62.6,58.0,6301
6,1,6,3,0.64,64.7,54.0,1141
5,3,0,2,0.3,59.7,59.0,552
7,3,0,3,0.41,62.3,58.0,876
4,2,2,3,0.76,60.3,60.0,2624
3,3,3,6,0.44,60.9,59.0,1235
1,4,0,2,0.64,62.2,55.0,1967
0,2,1,7,0.3,62.2,54.4,779
9,2,1,4,0.38,61.4,56.0,920
1,2,4,1,0.38,60.0,60.0,1064
2,2,1,6,0.4,62.8,57.0,1397
9,2,3,7,0.32,61.6,55.0,936
3,2,6,4,1.2,61.8,55.0,5040
8,4,3,1,0.39,63.5,56.0,1271
0,2,6,2,1.09,61.4,55.0,4565
11,2,5,2,1.01,60.6,57.0,3999
4,2,3,5,1.2,62.8,54.0,8414
2,1,2,4,1.01,59.0,62.0,6794
1,2,4,2,0.54,62.2,56.0,1240
1,3,4,2,1.51,60.6,59.0,10519
12,2,2,1,0.31,62.0,55.0,914
3,2,1,4,0.51,62.0,57.0,1841
5,4,1,7,0.3,59.7,57.0,622
9,4,3,2,1.03,59.4,60.0,5353
2,2,2,3,0.72,62.0,55.0,2224
5,3,2,5,1.01,59.9,61.0,6097
7,2,1,5,0.41,61.8,57.0,999
3,3,6,2,1.31,59.4,60.0,5446
2,3,0,3,1.0,60.8,60.0,4295
10,4,5,6,0.32,60.1,61.0,589
3,2,3,6,0.31,61.8,54.0,789
5,2,1,7,1.14,62.3,55.0,10512
9,4,4,6,0.39,61.5,56.0,926
12,4,0,5,0.7,61.2,60.0,3131
8,3,0,1,0.31,60.2,59.0,1167
11,1,3,5,1.0,62.7,58.0,5068
6,2,0,3,1.17,62.7,57.0,5842
10,2,6,5,0.31,62.2,55.0,396
2,4,4,2,0.5,63.1,55.0,984
9,3,1,5,0.52,60.7,58.0,1815
12,3,3,7,0.3,62.6,58.0,684
7,1,3,4,0.3,63.6,57.0,605
4,4,3,2,1.01,63.2,59.0,5113
6,2,5,1,0.33,62.1,55.0,694
12,4,5,2,0.7,62.2,58.0,2136
11,3,5,5,0.33,61.0,61.0,594
1,3,1,2,1.2,60.3,57.0,7362
12,1,2,2,0.52,63.6,62.0,1357
7,4,2,7,0.29,63.1,57.0,664
7,4,0,2,0.84,59.9,54.0,4205
11,4,2,2,0.38,61.5,54.0,660
10,4,2,2,1.06,59.6,60.0,5491
7,2,5,4,0.36,62.1,56.0,568
10,3,4,3,1.12,62.0,57.0,4641
8,1,1,4,1.01,63.6,57.0,7665
2,2,3,3,1.5,61.4,56.0,8580
3,1,1,0,0.81,64.1,59.0,2608
6,3,1,2,0.7,61.3,58.0,2777
4,2,4,2,0.44,61.9,57.0,733
2,3,3,4,1.2,62.8,58.0,8602
4,2,4,5,0.41,61.5,55.0,743
8,1,0,2,0.32,63.8,55.0,706
0,4,5,2,0.7,62.7,56.0,1918
9,2,6,4,1.26,62.2,58.0,6332
10,3,2,5,0.83,60.2,60.0,3557
11,2,1,6,0.4,62.6,56.0,1333
8,2,4,5,1.23,62.2,55.0,7130
9,4,3,3,1.5,63.1,57.0,9384
2,4,1,2,1.01,61.9,56.0,5759
6,3,3,5,0.42,60.6,58.0,847
8,2,3,6,0.51,61.4,56.0,1963
1,2,6,2,1.55,61.7,54.0,7987
9,4,4,2,0.4,62.6,58.0,666
10,2,0,2,0.73,61.8,56.0,3189
12,4,4,5,0.31,63.1,57.0,628
4,3,3,1,0.36,62.5,60.0,1148
1,3,2,2,0.22,60.4,61.0,342
3,2,5,4,1.03,60.9,56.0,5206
3,3,2,3,0.78,62.8,56.0,2200
11,4,4,5,0.8,63.4,60.0,2797
12,0,4,0,2.22,70.1,55.0,6564
10,2,2,4,0.7,61.0,58.0,3162
3,2,2,7,0.54,62.0,55.0,2454
10,4,1,2,0.5,63.3,59.0,1415
10,1,3,2,0.93,58.8,61.0,4405
7,2,1,5,0.52,61.3,55.0,1712
4,2,3,2,0.56,62.3,53.0,1591
12,2,4,6,0.72,60.8,58.0,3180
11,2,0,5,0.73,61.6,56.0,3464
5,3,3,2,1.15,62.6,58.0,5851
0,3,3,2,0.3,60.1,62.0,574
1,1,3,4,0.66,59.0,62.0,2055
3,4,4,6,0.35,62.6,57.0,798
3,4,4,0,1.2,58.6,57.0,3696
9,2,2,4,0.35,62.8,54.0,754
4,2,1,4,0.41,61.7,57.0,1153
1,1,5,5,0.97,64.5,61.0,4355
4,2,2,3,0.91,62.0,56.0,4642
10,2,3,4,0.57,61.3,56.0,1851
11,2,3,6,0.3,61.7,57.0,764
10,2,3,5,0.32,61.8,57.0,561
3,4,2,2,0.9,61.4,58.0,4379
3,1,0,2,0.41,63.8,56.0,947
0,3,5,4,1.27,62.2,59.0,6532
10,4,2,3,0.92,62.9,58.0,3763
11,2,1,5,0.71,61.8,57.0,3301
11,3,4,5,1.09,62.3,57.0,5993
7,4,1,5,0.55,61.6,60.0,1719
8,2,3,4,0.31,62.1,55.0,625
0,2,2,3,1.02,61.8,57.0,4832
6,2,2,4,0.41,61.9,55.0,1007
10,2,2,0,0.9,61.8,57.0,2611
12,3,1,3,0.9,60.8,60.0,3662
10,1,2,3,1.15,63.8,57.0,4437
0,4,2,5,0.28,62.7,58.0,487
7,4,4,3,0.9,62.9,57.0,3160
1,3,3,2,1.57,59.5,58.0,10914
1,2,3,4,0.25,62.5,55.0,454
1,2,6,2,1.29,61.6,58.0,5607
6,3,1,6,0.41,61.2,62.0,1241
6,2,1,5,0.35,62.4,57.0,767
5,2,1,2,0.85,60.7,57.0,4181
10,2,4,6,0.24,60.7,57.0,504
9,2,2,7,1.15,62.1,55.0,8743
5,3,3,5,0.9,61.7,57.0,4637
2,2,6,2,1.24,61.8,57.0,4875
7,4,4,4,0.51,62.3,57.0,1628
6,4,4,5,1.21,62.9,57.0,6189
1,1,3,2,0.7,64.0,55.0,2016
6,4,0,2,0.9,63.3,57.0,4304
1,3,3,3,0.36,60.8,58.0,608
3,3,4,0,1.02,62.5,60.0,3199
9,2,4,5,1.21,62.9,57.0,6302
8,3,5,0,1.69,62.4,60.0,6436
10,2,3,5,0.32,61.6,57.0,561
4,2,3,2,0.5,62.2,56.0,1173
10,4,4,5,0.7,62.3,56.0,2276
2,4,1,2,0.72,57.9,58.0,2610
9,2,3,4,0.75,62.3,57.0,2973
10,3,1,3,1.0,59.9,55.0,3612
11,2,1,6,0.34,62.0,56.0,1084
7,2,5,4,0.34,62.0,56.0,555
9,1,2,4,0.49,58.5,61.5,1294
6,4,5,3,2.02,63.3,59.0,11390
3,4,1,5,0.5,63.4,58.0,1583
5,2,1,5,0.61,59.7,57.0,2115
12,3,2,2,0.59,62.4,59.0,1561
9,0,1,5,1.01,64.8,59.0,4972
8,4,2,2,0.7,63.2,57.0,2423
6,3,5,2,1.03,62.0,58.0,3749
8,2,0,3,0.72,62.7,55.0,2670
1,2,4,4,0.34,62.4,55.0,615
7,2,3,4,0.32,61.8,55.0,559
0,2,3,7,0.62,61.6,56.0,2861
3,4,1,3,1.51,62.8,59.0,9058
2,4,2,3,1.04,60.0,61.0,4427
3,3,5,2,1.25,59.7,59.0,5293
10,2,2,6,0.3,62.4,57.0,790
5,4,3,5,0.71,63.5,57.0,2454
12,2,3,1,0.3,62.1,55.0,956
7,4,3,4,0.72,60.1,63.0,3024
1,3,1,5,0.35,60.4,60.0,767
4,3,1,5,0.38,62.2,59.0,1112
7,2,0,5,0.33,62.5,56.0,781
2,3,4,3,1.1,59.2,59.0,3388
10,4,1,2,0.33,63.1,56.0,693
5,4,3,5,1.0,63.5,59.0,5967
2,4,4,2,0.3,60.8,61.0,421
7,4,0,2,1.01,61.5,61.0,5542
1,4,4,3,1.5,62.3,60.0,7775
7,2,2,7,0.39,61.6,55.0,988
6,2,0,5,0.41,61.5,57.0,1007
1,2,3,4,0.3,61.5,57.0,605
7,3,4,2,1.2,61.8,58.0,5669
7,2,1,3,0.41,61.8,54.0,625
6,2,1,5,0.38,60.1,56.0,866
5,2,0,2,0.51,62.6,57.0,1619
12,4,2,3,0.73,61.7,60.0,2624
12,2,2,6,0.33,61.8,57.0,955
11,1,6,5,1.52,63.5,58.0,7370
8,4,1,5,1.05,63.5,57.0,6586
0,2,4,7,1.13,59.7,59.0,7108
3,2,1,5,0.53,61.4,56.0,1813
1,1,2,6,0.23,58.1,52.0,458
10,0,2,2,0.3,64.6,56.0,599
9,4,1,2,0.72,62.5,58.0,2618
7,0,1,3,1.0,65.1,59.0,3575
2,2,0,3,1.01,61.6,57.0,5051
7,3,0,5,0.4,61.7,59.0,982
5,3,3,3,1.21,60.3,58.0,5430
5,3,1,2,0.41,61.8,60.0,904
3,4,6,2,0.9,63.4,54.0,2834
10,3,4,2,0.53,60.9,60.0,1193
4,2,3,6,0.5,62.1,53.5,1865
11,2,3,1,0.35,60.7,57.0,959
10,2,4,6,0.3,62.2,55.0,665
4,3,4,4,1.19,62.4,59.0,7277
3,3,1,3,0.7,62.8,59.0,2475
6,2,1,5,0.32,62.0,55.0,702
2,2,3,2,1.32,61.9,57.0,7414
1,2,1,3,1.22,62.7,57.0,6343
7,2,0,5,0.32,61.3,57.0,713
6,3,3,5,0.32,62.3,58.0,720
1,4,0,2,1.01,61.8,58.0,5812
0,2,6,5,0.32,62.2,57.0,504
0,3,5,4,1.51,62.3,60.0,9467
10,3,4,4,0.39,61.7,57.0,1009
2,2,1,6,0.33,61.5,56.0,1052
2,3,5,7,0.32,60.7,59.0,561
3,2,6,2,1.08,62.1,55.0,4633
10,3,1,5,1.01,59.3,59.0,5882
5,4,3,4,0.57,61.0,55.0,1817
3,2,2,4,1.02,62.0,57.0,8637
6,2,1,7,1.01,61.4,56.0,10283
5,4,3,5,1.01,61.6,56.0,5839
10,3,0,5,0.4,62.4,59.0,982
